Heating,DHWSystem,Doors,Windows,ACH,AboveGradeWall,FoundationWall,AtticCeilings,Electricity-kWh,NG-GJ
NGF_65%,elec_convential_tank_ef0.89,FiberglassCore,Double_pane,5,22,17,50,15105.4,49.438
NGF_92%,elec_convential_tank_ef0.89,FiberglassCore,Double_pane,5,22,17,50,15105.3,34.352
ASHP2,elec_convential_tank_ef0.89,FiberglassCore,Double_pane,5,22,17,50,18894.5,0
NGF_65%,ElectricHP,FiberglassCore,Double_pane,5,22,17,50,11846.6,50.901
NGF_92%,ElectricHP,FiberglassCore,Double_pane,5,22,17,50,11846.5,35.0512
ASHP2,ElectricHP,FiberglassCore,Double_pane,5,22,17,50,15736.5,0
NGF_65%,NGtank,FiberglassCore,Double_pane,5,22,17,60,8829.1,82.5816
NGF_92%,NGtank,FiberglassCore,Double_pane,5,22,17,60,8828.9,68.6356
ASHP2,NGtank,FiberglassCore,Double_pane,5,22,17,60,12316.8,36.5826
NGF_65%,GasInstantaneous,FiberglassCore,Double_pane,5,22,17,60,8838.3,73.8074
NGF_92%,GasInstantaneous,FiberglassCore,Double_pane,5,22,17,60,8838.2,58.9912
ASHP2,GasInstantaneous,FiberglassCore,Double_pane,5,22,17,60,12557.6,25.08
NGF_65%,elec_convential_tank_ef0.89,FiberglassCore,Double_pane,5,22,17,60,15102.9,48.5222
NGF_92%,elec_convential_tank_ef0.89,FiberglassCore,Double_pane,5,22,17,60,15102.8,33.7706
ASHP2,elec_convential_tank_ef0.89,FiberglassCore,Double_pane,5,22,17,60,18804.3,0
NGF_65%,ElectricHP,FiberglassCore,Double_pane,5,22,17,60,11843.7,50.0194
NGF_92%,ElectricHP,FiberglassCore,Double_pane,5,22,17,60,11843.6,34.466
ASHP2,ElectricHP,FiberglassCore,Double_pane,5,22,17,60,15661.1,0
NGF_65%,NGtank,FiberglassCore,Double_pane,5,28,10.16,8.47,8950.3,120.5626
NGF_92%,NGtank,FiberglassCore,Double_pane,5,28,10.16,8.47,8950.1,92.8416
ASHP2,NGtank,FiberglassCore,Double_pane,5,28,10.16,8.47,15643.3,36.4534
NGF_65%,GasInstantaneous,FiberglassCore,Double_pane,5,28,10.16,8.47,8961.6,113.3464
NGF_92%,GasInstantaneous,FiberglassCore,Double_pane,5,28,10.16,8.47,8961.4,83.7482
ASHP2,GasInstantaneous,FiberglassCore,Double_pane,5,28,10.16,8.47,15930.4,25.08
NGF_65%,elec_convential_tank_ef0.89,FiberglassCore,Double_pane,5,28,10.16,8.47,15216.9,88.0802
NGF_92%,elec_convential_tank_ef0.89,FiberglassCore,Double_pane,5,28,10.16,8.47,15216.7,58.539
ASHP2,elec_convential_tank_ef0.89,FiberglassCore,Double_pane,5,28,10.16,8.47,22170.2,0
NGF_65%,ElectricHP,FiberglassCore,Double_pane,5,28,10.16,8.47,11967.5,89.186
NGF_92%,ElectricHP,FiberglassCore,Double_pane,5,28,10.16,8.47,11967.3,59.3066
ASHP2,ElectricHP,FiberglassCore,Double_pane,5,28,10.16,8.47,19016.5,0
NGF_65%,NGtank,FiberglassCore,Double_pane,5,28,10.16,40,8863.5,93.4876
NGF_92%,NGtank,FiberglassCore,Double_pane,5,28,10.16,40,8863.4,75.6884
ASHP2,NGtank,FiberglassCore,Double_pane,5,28,10.16,40,13330.3,36.727
NGF_65%,GasInstantaneous,FiberglassCore,Double_pane,5,28,10.16,40,8873.4,85.0896
NGF_92%,GasInstantaneous,FiberglassCore,Double_pane,5,28,10.16,40,8873.2,66.0364
ASHP2,GasInstantaneous,FiberglassCore,Double_pane,5,28,10.16,40,13588.1,25.08
NGF_65%,elec_convential_tank_ef0.89,FiberglassCore,Double_pane,5,28,10.16,40,15144.2,59.7816
NGF_92%,elec_convential_tank_ef0.89,FiberglassCore,Double_pane,5,28,10.16,40,15144,40.8006
ASHP2,elec_convential_tank_ef0.89,FiberglassCore,Double_pane,5,28,10.16,40,19840.3,0
NGF_65%,ElectricHP,FiberglassCore,Double_pane,5,28,10.16,40,11878.9,60.819
NGF_92%,ElectricHP,FiberglassCore,Double_pane,5,28,10.16,40,11878.7,41.515
ASHP2,ElectricHP,FiberglassCore,Double_pane,5,28,10.16,40,16665.9,0
NGF_65%,NGtank,FiberglassCore,Double_pane,5,28,10.16,50,8859.5,92.055
NGF_92%,NGtank,FiberglassCore,Double_pane,5,28,10.16,50,8859.3,74.8828
ASHP2,NGtank,FiberglassCore,Double_pane,5,28,10.16,50,13219.4,36.7384
NGF_65%,GasInstantaneous,FiberglassCore,Double_pane,5,28,10.16,50,8869.3,83.8014
NGF_92%,GasInstantaneous,FiberglassCore,Double_pane,5,28,10.16,50,8869.1,65.2042
ASHP2,GasInstantaneous,FiberglassCore,Double_pane,5,28,10.16,50,13484.5,25.08
NGF_65%,elec_convential_tank_ef0.89,FiberglassCore,Double_pane,5,28,10.16,50,15140.8,58.4858
NGF_92%,elec_convential_tank_ef0.89,FiberglassCore,Double_pane,5,28,10.16,50,15140.6,39.9684
ASHP2,elec_convential_tank_ef0.89,FiberglassCore,Double_pane,5,28,10.16,50,19737.2,0
NGF_65%,ElectricHP,FiberglassCore,Double_pane,5,28,10.16,50,11874.7,59.5194
NGF_92%,ElectricHP,FiberglassCore,Double_pane,5,28,10.16,50,11874.5,40.6828
ASHP2,ElectricHP,FiberglassCore,Double_pane,5,28,10.16,50,16564.9,0
NGF_65%,NGtank,FiberglassCore,Double_pane,5,28,10.16,60,8856.3,91.1164
NGF_92%,NGtank,FiberglassCore,Double_pane,5,28,10.16,60,8856.2,74.2634
ASHP2,NGtank,FiberglassCore,Double_pane,5,28,10.16,60,13138,36.746
NGF_65%,GasInstantaneous,FiberglassCore,Double_pane,5,28,10.16,60,8866.1,82.8362
NGF_92%,GasInstantaneous,FiberglassCore,Double_pane,5,28,10.16,60,8865.9,64.5658
ASHP2,GasInstantaneous,FiberglassCore,Double_pane,5,28,10.16,60,13401.9,25.08
NGF_65%,elec_convential_tank_ef0.89,FiberglassCore,Double_pane,5,28,10.16,60,15138.1,57.5282
NGF_92%,elec_convential_tank_ef0.89,FiberglassCore,Double_pane,5,28,10.16,60,15137.9,39.33
ASHP2,elec_convential_tank_ef0.89,FiberglassCore,Double_pane,5,28,10.16,60,19655,0
NGF_65%,ElectricHP,FiberglassCore,Double_pane,5,28,10.16,60,11871.5,58.5884
NGF_92%,ElectricHP,FiberglassCore,Double_pane,5,28,10.16,60,11871.3,40.0368
ASHP2,ElectricHP,FiberglassCore,Double_pane,5,28,10.16,60,16480.1,0
NGF_65%,NGtank,FiberglassCore,Double_pane,5,28,17,8.47,8904.9,106.8408
NGF_92%,NGtank,FiberglassCore,Double_pane,5,28,17,8.47,8904.8,83.657
ASHP2,NGtank,FiberglassCore,Double_pane,5,28,17,8.47,14315.7,36.3736
NGF_65%,GasInstantaneous,FiberglassCore,Double_pane,5,28,17,8.47,8915.7,99.1534
NGF_92%,GasInstantaneous,FiberglassCore,Double_pane,5,28,17,8.47,8915.5,74.5218
ASHP2,GasInstantaneous,FiberglassCore,Double_pane,5,28,17,8.47,14594.8,25.08
NGF_65%,elec_convential_tank_ef0.89,FiberglassCore,Double_pane,5,28,17,8.47,15167.5,73.8834
NGF_92%,elec_convential_tank_ef0.89,FiberglassCore,Double_pane,5,28,17,8.47,15167.3,49.3088
ASHP2,elec_convential_tank_ef0.89,FiberglassCore,Double_pane,5,28,17,8.47,20830.3,0
NGF_65%,ElectricHP,FiberglassCore,Double_pane,5,28,17,8.47,11921.5,74.9892
NGF_92%,ElectricHP,FiberglassCore,Double_pane,5,28,17,8.47,11921.3,50.0802
ASHP2,ElectricHP,FiberglassCore,Double_pane,5,28,17,8.47,17681.3,0
NGF_65%,NGtank,FiberglassCore,Double_pane,5,28,17,40,8826.4,81.8596
NGF_92%,NGtank,FiberglassCore,Double_pane,5,28,17,40,8826.3,68.096
ASHP2,NGtank,FiberglassCore,Double_pane,5,28,17,40,12212.3,36.5826
NGF_65%,GasInstantaneous,FiberglassCore,Double_pane,5,28,17,40,8835.6,73.112
NGF_92%,GasInstantaneous,FiberglassCore,Double_pane,5,28,17,40,8835.5,58.4554
ASHP2,GasInstantaneous,FiberglassCore,Double_pane,5,28,17,40,12452.6,25.08
NGF_65%,elec_convential_tank_ef0.89,FiberglassCore,Double_pane,5,28,17,40,15100,47.8268
NGF_92%,elec_convential_tank_ef0.89,FiberglassCore,Double_pane,5,28,17,40,15099.8,33.2348
ASHP2,elec_convential_tank_ef0.89,FiberglassCore,Double_pane,5,28,17,40,18698.1,0
NGF_65%,ElectricHP,FiberglassCore,Double_pane,5,28,17,40,11841,49.3962
NGF_92%,ElectricHP,FiberglassCore,Double_pane,5,28,17,40,11840.9,33.9226
ASHP2,ElectricHP,FiberglassCore,Double_pane,5,28,17,40,15533.7,0
NGF_65%,NGtank,FiberglassCore,Double_pane,5,28,17,50,8822.8,80.7994
NGF_92%,NGtank,FiberglassCore,Double_pane,5,28,17,50,8822.6,67.3702
ASHP2,NGtank,FiberglassCore,Double_pane,5,28,17,50,12114.2,36.5902
NGF_65%,GasInstantaneous,FiberglassCore,Double_pane,5,28,17,50,8831.9,71.991
NGF_92%,GasInstantaneous,FiberglassCore,Double_pane,5,28,17,50,8831.7,57.703
ASHP2,GasInstantaneous,FiberglassCore,Double_pane,5,28,17,50,12369.6,25.08
NGF_65%,elec_convential_tank_ef0.89,FiberglassCore,Double_pane,5,28,17,50,15096.7,46.7096
NGF_92%,elec_convential_tank_ef0.89,FiberglassCore,Double_pane,5,28,17,50,15096.6,32.4824
ASHP2,elec_convential_tank_ef0.89,FiberglassCore,Double_pane,5,28,17,50,18616.7,0
NGF_65%,ElectricHP,FiberglassCore,Double_pane,5,28,17,50,11837.3,47.7318
NGF_92%,ElectricHP,FiberglassCore,Double_pane,5,28,17,50,11837.1,33.1664
ASHP2,ElectricHP,FiberglassCore,Double_pane,5,28,17,50,15443.8,0
NGF_65%,NGtank,FiberglassCore,Double_pane,5,28,17,60,8819.9,79.9026
NGF_92%,NGtank,FiberglassCore,Double_pane,5,28,17,60,8819.8,66.8116
ASHP2,NGtank,FiberglassCore,Double_pane,5,28,17,60,12044.1,36.594
NGF_65%,GasInstantaneous,FiberglassCore,Double_pane,5,28,17,60,8829,70.9004
NGF_92%,GasInstantaneous,FiberglassCore,Double_pane,5,28,17,60,8828.9,57.1254
ASHP2,GasInstantaneous,FiberglassCore,Double_pane,5,28,17,60,12294.7,25.08
NGF_65%,elec_convential_tank_ef0.89,FiberglassCore,Double_pane,5,28,17,60,15094.3,45.6152
NGF_92%,elec_convential_tank_ef0.89,FiberglassCore,Double_pane,5,28,17,60,15094.1,31.9048
ASHP2,elec_convential_tank_ef0.89,FiberglassCore,Double_pane,5,28,17,60,18526.9,0
NGF_65%,ElectricHP,FiberglassCore,Double_pane,5,28,17,60,11834.4,46.5956
NGF_92%,ElectricHP,FiberglassCore,Double_pane,5,28,17,60,11834.2,32.585
ASHP2,ElectricHP,FiberglassCore,Double_pane,5,28,17,60,15371.5,0
NGF_65%,NGtank,FiberglassCore,Double_pane,5,31,10.16,8.47,8946.9,119.5974
NGF_92%,NGtank,FiberglassCore,Double_pane,5,31,10.16,8.47,8946.8,92.169
ASHP2,NGtank,FiberglassCore,Double_pane,5,31,10.16,8.47,15543,36.4534
NGF_65%,GasInstantaneous,FiberglassCore,Double_pane,5,31,10.16,8.47,8958.3,112.3698
NGF_92%,GasInstantaneous,FiberglassCore,Double_pane,5,31,10.16,8.47,8958.1,83.068
ASHP2,GasInstantaneous,FiberglassCore,Double_pane,5,31,10.16,8.47,15829.8,25.08
NGF_65%,elec_convential_tank_ef0.89,FiberglassCore,Double_pane,5,31,10.16,8.47,15213.5,87.1074
NGF_92%,elec_convential_tank_ef0.89,FiberglassCore,Double_pane,5,31,10.16,8.47,15213.3,57.8626
ASHP2,elec_convential_tank_ef0.89,FiberglassCore,Double_pane,5,31,10.16,8.47,22069.7,0
NGF_65%,ElectricHP,FiberglassCore,Double_pane,5,31,10.16,8.47,11964.1,88.2094
NGF_92%,ElectricHP,FiberglassCore,Double_pane,5,31,10.16,8.47,11963.9,58.6264
ASHP2,ElectricHP,FiberglassCore,Double_pane,5,31,10.16,8.47,18923.2,0
NGF_65%,NGtank,FiberglassCore,Double_pane,5,31,10.16,40,8860.1,92.4996
NGF_92%,NGtank,FiberglassCore,Double_pane,5,31,10.16,40,8859.9,75.0044
ASHP2,NGtank,FiberglassCore,Double_pane,5,31,10.16,40,13213.3,36.7308
NGF_65%,GasInstantaneous,FiberglassCore,Double_pane,5,31,10.16,40,8869.9,84.0826
NGF_92%,GasInstantaneous,FiberglassCore,Double_pane,5,31,10.16,40,8869.8,65.341
ASHP2,GasInstantaneous,FiberglassCore,Double_pane,5,31,10.16,40,13489.5,25.08
NGF_65%,elec_convential_tank_ef0.89,FiberglassCore,Double_pane,5,31,10.16,40,15141,58.7784
NGF_92%,elec_convential_tank_ef0.89,FiberglassCore,Double_pane,5,31,10.16,40,15140.8,40.1052
ASHP2,elec_convential_tank_ef0.89,FiberglassCore,Double_pane,5,31,10.16,40,19741.9,0
NGF_65%,ElectricHP,FiberglassCore,Double_pane,5,31,10.16,40,11875.4,59.8082
NGF_92%,ElectricHP,FiberglassCore,Double_pane,5,31,10.16,40,11875.2,40.8158
ASHP2,ElectricHP,FiberglassCore,Double_pane,5,31,10.16,40,16567.3,0
NGF_65%,NGtank,FiberglassCore,Double_pane,5,31,10.16,50,8856,91.0252
NGF_92%,NGtank,FiberglassCore,Double_pane,5,31,10.16,50,8855.9,74.1988
ASHP2,NGtank,FiberglassCore,Double_pane,5,31,10.16,50,13116.3,36.7422
NGF_65%,GasInstantaneous,FiberglassCore,Double_pane,5,31,10.16,50,8865.8,82.7906
NGF_92%,GasInstantaneous,FiberglassCore,Double_pane,5,31,10.16,50,8865.6,64.5088
ASHP2,GasInstantaneous,FiberglassCore,Double_pane,5,31,10.16,50,13385.7,25.08
NGF_65%,elec_convential_tank_ef0.89,FiberglassCore,Double_pane,5,31,10.16,50,15137.6,57.4826
NGF_92%,elec_convential_tank_ef0.89,FiberglassCore,Double_pane,5,31,10.16,50,15137.4,39.273
ASHP2,elec_convential_tank_ef0.89,FiberglassCore,Double_pane,5,31,10.16,50,19638.8,0
NGF_65%,ElectricHP,FiberglassCore,Double_pane,5,31,10.16,50,11871.2,58.5124
NGF_92%,ElectricHP,FiberglassCore,Double_pane,5,31,10.16,50,11871.1,39.9836
ASHP2,ElectricHP,FiberglassCore,Double_pane,5,31,10.16,50,16463,0
NGF_65%,NGtank,FiberglassCore,Double_pane,5,31,10.16,60,8852.9,90.1284
NGF_92%,NGtank,FiberglassCore,Double_pane,5,31,10.16,60,8852.8,73.5794
ASHP2,NGtank,FiberglassCore,Double_pane,5,31,10.16,60,13032.1,36.7498
NGF_65%,GasInstantaneous,FiberglassCore,Double_pane,5,31,10.16,60,8862.6,81.833
NGF_92%,GasInstantaneous,FiberglassCore,Double_pane,5,31,10.16,60,8862.4,63.8666
ASHP2,GasInstantaneous,FiberglassCore,Double_pane,5,31,10.16,60,13302.8,25.08
NGF_65%,elec_convential_tank_ef0.89,FiberglassCore,Double_pane,5,31,10.16,60,15134.9,56.5212
NGF_92%,elec_convential_tank_ef0.89,FiberglassCore,Double_pane,5,31,10.16,60,15134.7,38.6308
ASHP2,elec_convential_tank_ef0.89,FiberglassCore,Double_pane,5,31,10.16,60,19556.2,0
NGF_65%,ElectricHP,FiberglassCore,Double_pane,5,31,10.16,60,11868,57.5776
NGF_92%,ElectricHP,FiberglassCore,Double_pane,5,31,10.16,60,11867.8,39.3376
ASHP2,ElectricHP,FiberglassCore,Double_pane,5,31,10.16,60,16378,0
NGF_65%,NGtank,FiberglassCore,Double_pane,5,31,17,8.47,8901.6,105.6172
NGF_92%,NGtank,FiberglassCore,Double_pane,5,31,17,8.47,8901.5,82.9958
ASHP2,NGtank,FiberglassCore,Double_pane,5,31,17,8.47,14228,36.3736
NGF_65%,GasInstantaneous,FiberglassCore,Double_pane,5,31,17,8.47,8912.3,98.1882
NGF_92%,GasInstantaneous,FiberglassCore,Double_pane,5,31,17,8.47,8912.2,73.853
ASHP2,GasInstantaneous,FiberglassCore,Double_pane,5,31,17,8.47,14502.2,25.08
NGF_65%,elec_convential_tank_ef0.89,FiberglassCore,Double_pane,5,31,17,8.47,15164.2,72.9182
NGF_92%,elec_convential_tank_ef0.89,FiberglassCore,Double_pane,5,31,17,8.47,15164,48.64
ASHP2,elec_convential_tank_ef0.89,FiberglassCore,Double_pane,5,31,17,8.47,20737.8,0
NGF_65%,ElectricHP,FiberglassCore,Double_pane,5,31,17,8.47,11918.2,74.024
NGF_92%,ElectricHP,FiberglassCore,Double_pane,5,31,17,8.47,11918,49.4076
ASHP2,ElectricHP,FiberglassCore,Double_pane,5,31,17,8.47,17588.6,0
NGF_65%,NGtank,FiberglassCore,Double_pane,5,31,17,40,8823.2,80.9286
NGF_92%,NGtank,FiberglassCore,Double_pane,5,31,17,40,8823,67.45
ASHP2,NGtank,FiberglassCore,Double_pane,5,31,17,40,12114.6,36.5826
NGF_65%,GasInstantaneous,FiberglassCore,Double_pane,5,31,17,40,8832.3,72.1582
NGF_92%,GasInstantaneous,FiberglassCore,Double_pane,5,31,17,40,8832.2,57.7942
ASHP2,GasInstantaneous,FiberglassCore,Double_pane,5,31,17,40,12352.9,25.08
NGF_65%,elec_convential_tank_ef0.89,FiberglassCore,Double_pane,5,31,17,40,15096.9,46.8768
NGF_92%,elec_convential_tank_ef0.89,FiberglassCore,Double_pane,5,31,17,40,15096.8,32.5736
ASHP2,elec_convential_tank_ef0.89,FiberglassCore,Double_pane,5,31,17,40,18599.8,0
NGF_65%,ElectricHP,FiberglassCore,Double_pane,5,31,17,40,11837.7,47.918
NGF_92%,ElectricHP,FiberglassCore,Double_pane,5,31,17,40,11837.6,33.2576
ASHP2,ElectricHP,FiberglassCore,Double_pane,5,31,17,40,15430.7,0
NGF_65%,NGtank,FiberglassCore,Double_pane,5,31,17,50,8819.5,79.8684
NGF_92%,NGtank,FiberglassCore,Double_pane,5,31,17,50,8819.4,66.728
ASHP2,NGtank,FiberglassCore,Double_pane,5,31,17,50,12016.5,36.594
NGF_65%,GasInstantaneous,FiberglassCore,Double_pane,5,31,17,50,8828.6,70.8168
NGF_92%,GasInstantaneous,FiberglassCore,Double_pane,5,31,17,50,8828.5,57.0456
ASHP2,GasInstantaneous,FiberglassCore,Double_pane,5,31,17,50,12259.9,25.08
NGF_65%,elec_convential_tank_ef0.89,FiberglassCore,Double_pane,5,31,17,50,15093.7,45.5354
NGF_92%,elec_convential_tank_ef0.89,FiberglassCore,Double_pane,5,31,17,50,15093.5,31.825
ASHP2,elec_convential_tank_ef0.89,FiberglassCore,Double_pane,5,31,17,50,18507.2,0
NGF_65%,ElectricHP,FiberglassCore,Double_pane,5,31,17,50,11834,46.5538
NGF_92%,ElectricHP,FiberglassCore,Double_pane,5,31,17,50,11833.8,32.5052
ASHP2,ElectricHP,FiberglassCore,Double_pane,5,31,17,50,15349,0
NGF_65%,NGtank,FiberglassCore,Double_pane,5,31,17,60,8816.7,78.9716
NGF_92%,NGtank,FiberglassCore,Double_pane,5,31,17,60,8816.6,66.1694
ASHP2,NGtank,FiberglassCore,Double_pane,5,31,17,60,11946.5,36.5978
NGF_65%,GasInstantaneous,FiberglassCore,Double_pane,5,31,17,60,8825.7,69.9504
NGF_92%,GasInstantaneous,FiberglassCore,Double_pane,5,31,17,60,8825.6,56.468
ASHP2,GasInstantaneous,FiberglassCore,Double_pane,5,31,17,60,12185.1,25.08
NGF_65%,elec_convential_tank_ef0.89,FiberglassCore,Double_pane,5,31,17,60,15091.2,44.669
NGF_92%,elec_convential_tank_ef0.89,FiberglassCore,Double_pane,5,31,17,60,15091.1,31.2474
ASHP2,elec_convential_tank_ef0.89,FiberglassCore,Double_pane,5,31,17,60,18432.8,0
NGF_65%,ElectricHP,FiberglassCore,Double_pane,5,31,17,60,11831.1,45.6456
NGF_92%,ElectricHP,FiberglassCore,Double_pane,5,31,17,60,11830.9,31.9238
ASHP2,ElectricHP,FiberglassCore,Double_pane,5,31,17,60,15261.6,0
NGF_65%,NGtank,FiberglassCore,Double_pane,5,38,10.16,8.47,8941.2,117.9444
NGF_92%,NGtank,FiberglassCore,Double_pane,5,38,10.16,8.47,8941,91.0214
ASHP2,NGtank,FiberglassCore,Double_pane,5,38,10.16,8.47,15367.1,36.4534
NGF_65%,GasInstantaneous,FiberglassCore,Double_pane,5,38,10.16,8.47,8952.5,110.3976
NGF_92%,GasInstantaneous,FiberglassCore,Double_pane,5,38,10.16,8.47,8952.3,81.909
ASHP2,GasInstantaneous,FiberglassCore,Double_pane,5,38,10.16,8.47,15660.3,25.08
NGF_65%,elec_convential_tank_ef0.89,FiberglassCore,Double_pane,5,38,10.16,8.47,15207.8,85.1352
NGF_92%,elec_convential_tank_ef0.89,FiberglassCore,Double_pane,5,38,10.16,8.47,15207.6,56.7036
ASHP2,elec_convential_tank_ef0.89,FiberglassCore,Double_pane,5,38,10.16,8.47,21900.4,0
NGF_65%,ElectricHP,FiberglassCore,Double_pane,5,38,10.16,8.47,11958.3,86.2296
NGF_92%,ElectricHP,FiberglassCore,Double_pane,5,38,10.16,8.47,11958.1,57.4636
ASHP2,ElectricHP,FiberglassCore,Double_pane,5,38,10.16,8.47,18745.9,0
NGF_65%,NGtank,FiberglassCore,Double_pane,5,38,10.16,40,8854.2,90.5768
NGF_92%,NGtank,FiberglassCore,Double_pane,5,38,10.16,40,8854.1,73.8264
ASHP2,NGtank,FiberglassCore,Double_pane,5,38,10.16,40,13051,36.7384
NGF_65%,GasInstantaneous,FiberglassCore,Double_pane,5,38,10.16,40,8864,82.3612
NGF_92%,GasInstantaneous,FiberglassCore,Double_pane,5,38,10.16,40,8863.8,64.144
ASHP2,GasInstantaneous,FiberglassCore,Double_pane,5,38,10.16,40,13312.7,25.08
NGF_65%,elec_convential_tank_ef0.89,FiberglassCore,Double_pane,5,38,10.16,40,15135.5,57.0532
NGF_92%,elec_convential_tank_ef0.89,FiberglassCore,Double_pane,5,38,10.16,40,15135.3,38.9082
ASHP2,elec_convential_tank_ef0.89,FiberglassCore,Double_pane,5,38,10.16,40,19555.6,0
NGF_65%,ElectricHP,FiberglassCore,Double_pane,5,38,10.16,40,11869.4,58.1134
NGF_92%,ElectricHP,FiberglassCore,Double_pane,5,38,10.16,40,11869.2,39.615
ASHP2,ElectricHP,FiberglassCore,Double_pane,5,38,10.16,40,16388.2,0
NGF_65%,NGtank,FiberglassCore,Double_pane,5,38,10.16,50,8850.1,89.3304
NGF_92%,NGtank,FiberglassCore,Double_pane,5,38,10.16,50,8850,73.0246
ASHP2,NGtank,FiberglassCore,Double_pane,5,38,10.16,50,12947.2,36.7498
NGF_65%,GasInstantaneous,FiberglassCore,Double_pane,5,38,10.16,50,8859.8,80.56
NGF_92%,GasInstantaneous,FiberglassCore,Double_pane,5,38,10.16,50,8859.7,63.3118
ASHP2,GasInstantaneous,FiberglassCore,Double_pane,5,38,10.16,50,13191,25.08
NGF_65%,elec_convential_tank_ef0.89,FiberglassCore,Double_pane,5,38,10.16,50,15131.6,55.252
NGF_92%,elec_convential_tank_ef0.89,FiberglassCore,Double_pane,5,38,10.16,50,15131.5,38.076
ASHP2,elec_convential_tank_ef0.89,FiberglassCore,Double_pane,5,38,10.16,50,19443.4,0
NGF_65%,ElectricHP,FiberglassCore,Double_pane,5,38,10.16,50,11865.2,56.8214
NGF_92%,ElectricHP,FiberglassCore,Double_pane,5,38,10.16,50,11865.1,38.7828
ASHP2,ElectricHP,FiberglassCore,Double_pane,5,38,10.16,50,16280.2,0
NGF_65%,NGtank,FiberglassCore,Double_pane,5,38,10.16,60,8847,88.3918
NGF_92%,NGtank,FiberglassCore,Double_pane,5,38,10.16,60,8846.9,72.4052
ASHP2,NGtank,FiberglassCore,Double_pane,5,38,10.16,60,12847.5,36.7612
NGF_65%,GasInstantaneous,FiberglassCore,Double_pane,5,38,10.16,60,8856.6,79.3782
NGF_92%,GasInstantaneous,FiberglassCore,Double_pane,5,38,10.16,60,8856.5,62.6696
ASHP2,GasInstantaneous,FiberglassCore,Double_pane,5,38,10.16,60,13108.3,25.08
NGF_65%,elec_convential_tank_ef0.89,FiberglassCore,Double_pane,5,38,10.16,60,15129,54.0702
NGF_92%,elec_convential_tank_ef0.89,FiberglassCore,Double_pane,5,38,10.16,60,15128.8,37.4376
ASHP2,elec_convential_tank_ef0.89,FiberglassCore,Double_pane,5,38,10.16,60,19361.1,0
NGF_65%,ElectricHP,FiberglassCore,Double_pane,5,38,10.16,60,11862,55.5636
NGF_92%,ElectricHP,FiberglassCore,Double_pane,5,38,10.16,60,11861.9,38.1368
ASHP2,ElectricHP,FiberglassCore,Double_pane,5,38,10.16,60,16199.7,0
NGF_65%,NGtank,FiberglassCore,Double_pane,5,38,17,8.47,8896,103.9832
NGF_92%,NGtank,FiberglassCore,Double_pane,5,38,17,8.47,8895.8,81.8634
ASHP2,NGtank,FiberglassCore,Double_pane,5,38,17,8.47,14051.8,36.3736
NGF_65%,GasInstantaneous,FiberglassCore,Double_pane,5,38,17,8.47,8906.6,96.5352
NGF_92%,GasInstantaneous,FiberglassCore,Double_pane,5,38,17,8.47,8906.5,72.7054
ASHP2,GasInstantaneous,FiberglassCore,Double_pane,5,38,17,8.47,14325.4,25.08
NGF_65%,elec_convential_tank_ef0.89,FiberglassCore,Double_pane,5,38,17,8.47,15158.5,71.269
NGF_92%,elec_convential_tank_ef0.89,FiberglassCore,Double_pane,5,38,17,8.47,15158.3,47.4962
ASHP2,elec_convential_tank_ef0.89,FiberglassCore,Double_pane,5,38,17,8.47,20561.1,0
NGF_65%,ElectricHP,FiberglassCore,Double_pane,5,38,17,8.47,11912.4,72.3672
NGF_92%,ElectricHP,FiberglassCore,Double_pane,5,38,17,8.47,11912.3,48.2562
ASHP2,ElectricHP,FiberglassCore,Double_pane,5,38,17,8.47,17423.3,0
NGF_65%,NGtank,FiberglassCore,Double_pane,5,38,17,40,8817.6,79.3326
NGF_92%,NGtank,FiberglassCore,Double_pane,5,38,17,40,8817.5,66.3442
ASHP2,NGtank,FiberglassCore,Double_pane,5,38,17,40,11954,36.5902
NGF_65%,GasInstantaneous,FiberglassCore,Double_pane,5,38,17,40,8826.7,70.3
NGF_92%,GasInstantaneous,FiberglassCore,Double_pane,5,38,17,40,8826.5,56.6618
ASHP2,GasInstantaneous,FiberglassCore,Double_pane,5,38,17,40,12184.1,25.08
NGF_65%,elec_convential_tank_ef0.89,FiberglassCore,Double_pane,5,38,17,40,15091.7,45.0186
NGF_92%,elec_convential_tank_ef0.89,FiberglassCore,Double_pane,5,38,17,40,15091.5,31.4412
ASHP2,elec_convential_tank_ef0.89,FiberglassCore,Double_pane,5,38,17,40,18431.4,0
NGF_65%,ElectricHP,FiberglassCore,Double_pane,5,38,17,40,11832.1,46.0218
NGF_92%,ElectricHP,FiberglassCore,Double_pane,5,38,17,40,11831.9,32.1214
ASHP2,ElectricHP,FiberglassCore,Double_pane,5,38,17,40,15270.1,0
NGF_65%,NGtank,FiberglassCore,Double_pane,5,38,17,50,8814,78.0178
NGF_92%,NGtank,FiberglassCore,Double_pane,5,38,17,50,8813.9,65.626
ASHP2,NGtank,FiberglassCore,Double_pane,5,38,17,50,11853.5,36.5978
NGF_65%,GasInstantaneous,FiberglassCore,Double_pane,5,38,17,50,8823,69.1904
NGF_92%,GasInstantaneous,FiberglassCore,Double_pane,5,38,17,50,8822.8,55.917
ASHP2,GasInstantaneous,FiberglassCore,Double_pane,5,38,17,50,12088.1,25.08
