Heating,DHWSystem,Doors,Windows,ACH,AboveGradeWall,FoundationWall,AtticCeilings,Electricity-kWh,NG-GJ
NGF_92%,GasInstantaneous,FiberglassCore,Double_pane,12,38,10.16,50,8935.7,78.5878
ASHP2,GasInstantaneous,FiberglassCore,Double_pane,12,38,10.16,50,15631.4,25.08
NGF_65%,elec_convential_tank_ef0.89,FiberglassCore,Double_pane,12,38,10.16,50,15207.1,80.1344
NGF_92%,elec_convential_tank_ef0.89,FiberglassCore,Double_pane,12,38,10.16,50,15206.9,53.3444
ASHP2,elec_convential_tank_ef0.89,FiberglassCore,Double_pane,12,38,10.16,50,21886.2,0
NGF_65%,ElectricHP,FiberglassCore,Double_pane,12,38,10.16,50,11941.4,81.2516
NGF_92%,ElectricHP,FiberglassCore,Double_pane,12,38,10.16,50,11941.3,54.0778
ASHP2,ElectricHP,FiberglassCore,Double_pane,12,38,10.16,50,18710.3,0
NGF_65%,NGtank,FiberglassCore,Double_pane,12,38,10.16,60,8922.8,112.5674
NGF_92%,NGtank,FiberglassCore,Double_pane,12,38,10.16,60,8922.7,87.5976
ASHP2,NGtank,FiberglassCore,Double_pane,12,38,10.16,60,15285.8,36.7346
NGF_65%,GasInstantaneous,FiberglassCore,Double_pane,12,38,10.16,60,8932.8,104.4392
NGF_92%,GasInstantaneous,FiberglassCore,Double_pane,12,38,10.16,60,8932.6,77.957
ASHP2,GasInstantaneous,FiberglassCore,Double_pane,12,38,10.16,60,15556.1,25.08
NGF_65%,elec_convential_tank_ef0.89,FiberglassCore,Double_pane,12,38,10.16,60,15204.3,79.116
NGF_92%,elec_convential_tank_ef0.89,FiberglassCore,Double_pane,12,38,10.16,60,15204.2,52.7136
ASHP2,elec_convential_tank_ef0.89,FiberglassCore,Double_pane,12,38,10.16,60,21808.2,0
NGF_65%,ElectricHP,FiberglassCore,Double_pane,12,38,10.16,60,11938.3,80.1762
NGF_92%,ElectricHP,FiberglassCore,Double_pane,12,38,10.16,60,11938.1,53.4432
ASHP2,ElectricHP,FiberglassCore,Double_pane,12,38,10.16,60,18634.4,0
NGF_65%,NGtank,FiberglassCore,Double_pane,12,38,17,8.47,8972,129.1392
NGF_92%,NGtank,FiberglassCore,Double_pane,12,38,17,8.47,8971.8,97.109
ASHP2,NGtank,FiberglassCore,Double_pane,12,38,17,8.47,16414.5,36.366
NGF_65%,GasInstantaneous,FiberglassCore,Double_pane,12,38,17,8.47,8983,120.7298
NGF_92%,GasInstantaneous,FiberglassCore,Double_pane,12,38,17,8.47,8982.8,88.0346
ASHP2,GasInstantaneous,FiberglassCore,Double_pane,12,38,17,8.47,16728.7,25.08
NGF_65%,elec_convential_tank_ef0.89,FiberglassCore,Double_pane,12,38,17,8.47,15237.3,95.4408
NGF_92%,elec_convential_tank_ef0.89,FiberglassCore,Double_pane,12,38,17,8.47,15237.1,62.8102
ASHP2,elec_convential_tank_ef0.89,FiberglassCore,Double_pane,12,38,17,8.47,22965.4,0
NGF_65%,ElectricHP,FiberglassCore,Double_pane,12,38,17,8.47,11988.8,96.577
NGF_92%,ElectricHP,FiberglassCore,Double_pane,12,38,17,8.47,11988.7,63.6006
ASHP2,ElectricHP,FiberglassCore,Double_pane,12,38,17,8.47,19815.8,0
NGF_65%,NGtank,FiberglassCore,Double_pane,12,38,17,40,8892.6,103.208
NGF_92%,NGtank,FiberglassCore,Double_pane,12,38,17,40,8892.4,81.3466
ASHP2,NGtank,FiberglassCore,Double_pane,12,38,17,40,14324.4,36.5522
NGF_65%,GasInstantaneous,FiberglassCore,Double_pane,12,38,17,40,8902.3,94.658
NGF_92%,GasInstantaneous,FiberglassCore,Double_pane,12,38,17,40,8902.2,71.8504
ASHP2,GasInstantaneous,FiberglassCore,Double_pane,12,38,17,40,14593.5,25.08
NGF_65%,elec_convential_tank_ef0.89,FiberglassCore,Double_pane,12,38,17,40,15166.3,69.3652
NGF_92%,elec_convential_tank_ef0.89,FiberglassCore,Double_pane,12,38,17,40,15166.2,46.6222
ASHP2,elec_convential_tank_ef0.89,FiberglassCore,Double_pane,12,38,17,40,20839.1,0
NGF_65%,ElectricHP,FiberglassCore,Double_pane,12,38,17,40,11907.9,71.0904
NGF_92%,ElectricHP,FiberglassCore,Double_pane,12,38,17,40,11907.7,47.348
ASHP2,ElectricHP,FiberglassCore,Double_pane,12,38,17,40,17682.2,0
NGF_65%,NGtank,FiberglassCore,Double_pane,12,38,17,50,8888.8,102.0072
NGF_92%,NGtank,FiberglassCore,Double_pane,12,38,17,50,8888.7,80.6018
ASHP2,NGtank,FiberglassCore,Double_pane,12,38,17,50,14230.1,36.5598
NGF_65%,GasInstantaneous,FiberglassCore,Double_pane,12,38,17,50,8898.5,93.2672
NGF_92%,GasInstantaneous,FiberglassCore,Double_pane,12,38,17,50,8898.4,71.0866
ASHP2,GasInstantaneous,FiberglassCore,Double_pane,12,38,17,50,14507.8,25.08
NGF_65%,elec_convential_tank_ef0.89,FiberglassCore,Double_pane,12,38,17,50,15162.9,67.9744
NGF_92%,elec_convential_tank_ef0.89,FiberglassCore,Double_pane,12,38,17,50,15162.8,45.8584
ASHP2,elec_convential_tank_ef0.89,FiberglassCore,Double_pane,12,38,17,50,20753.7,0
NGF_65%,ElectricHP,FiberglassCore,Double_pane,12,38,17,50,11904.1,69.0118
NGF_92%,ElectricHP,FiberglassCore,Double_pane,12,38,17,50,11903.9,46.5804
ASHP2,ElectricHP,FiberglassCore,Double_pane,12,38,17,50,17601,0
NGF_65%,NGtank,FiberglassCore,Double_pane,12,38,17,60,8885.9,101.1218
NGF_92%,NGtank,FiberglassCore,Double_pane,12,38,17,60,8885.8,80.0242
ASHP2,NGtank,FiberglassCore,Double_pane,12,38,17,60,14154.7,36.5636
NGF_65%,GasInstantaneous,FiberglassCore,Double_pane,12,38,17,60,8895.6,92.321
NGF_92%,GasInstantaneous,FiberglassCore,Double_pane,12,38,17,60,8895.5,70.4976
ASHP2,GasInstantaneous,FiberglassCore,Double_pane,12,38,17,60,14434.5,25.08
NGF_65%,elec_convential_tank_ef0.89,FiberglassCore,Double_pane,12,38,17,60,15160.3,67.0282
NGF_92%,elec_convential_tank_ef0.89,FiberglassCore,Double_pane,12,38,17,60,15160.1,45.2694
ASHP2,elec_convential_tank_ef0.89,FiberglassCore,Double_pane,12,38,17,60,20680.7,0
NGF_65%,ElectricHP,FiberglassCore,Double_pane,12,38,17,60,11901.1,68.0618
NGF_92%,ElectricHP,FiberglassCore,Double_pane,12,38,17,60,11901,45.9876
ASHP2,ElectricHP,FiberglassCore,Double_pane,12,38,17,60,17527.6,0
NGF_65%,NGtank,Solidwood,Triple_pane,12,8.49,10.16,8.47,9109.8,171.171
NGF_92%,NGtank,Solidwood,Triple_pane,12,8.49,10.16,8.47,9109.6,124.849
ASHP2,NGtank,Solidwood,Triple_pane,12,8.49,10.16,8.47,20493.4,36.4496
NGF_65%,GasInstantaneous,Solidwood,Triple_pane,12,8.49,10.16,8.47,9121.7,163.2556
NGF_92%,GasInstantaneous,Solidwood,Triple_pane,12,8.49,10.16,8.47,9121.5,115.881
ASHP2,GasInstantaneous,Solidwood,Triple_pane,12,8.49,10.16,8.47,20791.7,25.08
NGF_65%,elec_convential_tank_ef0.89,Solidwood,Triple_pane,12,8.49,10.16,8.47,15378.9,137.9476
NGF_92%,elec_convential_tank_ef0.89,Solidwood,Triple_pane,12,8.49,10.16,8.47,15378.7,90.6414
ASHP2,elec_convential_tank_ef0.89,Solidwood,Triple_pane,12,8.49,10.16,8.47,27030.6,0
NGF_65%,ElectricHP,Solidwood,Triple_pane,12,8.49,10.16,8.47,12127.7,139.1294
NGF_92%,ElectricHP,Solidwood,Triple_pane,12,8.49,10.16,8.47,12127.5,91.466
ASHP2,ElectricHP,Solidwood,Triple_pane,12,8.49,10.16,8.47,23879.6,0
NGF_65%,NGtank,Solidwood,Triple_pane,12,8.49,10.16,40,9025.4,144.476
NGF_92%,NGtank,Solidwood,Triple_pane,12,8.49,10.16,40,9025.3,108.053
ASHP2,NGtank,Solidwood,Triple_pane,12,8.49,10.16,40,18322.4,36.5978
NGF_65%,GasInstantaneous,Solidwood,Triple_pane,12,8.49,10.16,40,9036.7,136.1312
NGF_92%,GasInstantaneous,Solidwood,Triple_pane,12,8.49,10.16,40,9036.5,98.8114
ASHP2,GasInstantaneous,Solidwood,Triple_pane,12,8.49,10.16,40,18663.9,25.08
NGF_65%,elec_convential_tank_ef0.89,Solidwood,Triple_pane,12,8.49,10.16,40,15301.9,110.8118
NGF_92%,elec_convential_tank_ef0.89,Solidwood,Triple_pane,12,8.49,10.16,40,15301.8,73.5604
ASHP2,elec_convential_tank_ef0.89,Solidwood,Triple_pane,12,8.49,10.16,40,24909.4,0
NGF_65%,ElectricHP,Solidwood,Triple_pane,12,8.49,10.16,40,12042.4,111.9518
NGF_92%,ElectricHP,Solidwood,Triple_pane,12,8.49,10.16,40,12042.2,74.3546
ASHP2,ElectricHP,Solidwood,Triple_pane,12,8.49,10.16,40,21748.6,0
NGF_65%,NGtank,Solidwood,Triple_pane,12,8.49,10.16,50,9021.4,143.013
NGF_92%,NGtank,Solidwood,Triple_pane,12,8.49,10.16,50,9021.2,107.255
ASHP2,NGtank,Solidwood,Triple_pane,12,8.49,10.16,50,18201.5,36.6016
NGF_65%,GasInstantaneous,Solidwood,Triple_pane,12,8.49,10.16,50,9032.6,134.7746
NGF_92%,GasInstantaneous,Solidwood,Triple_pane,12,8.49,10.16,50,9032.4,97.9944
ASHP2,GasInstantaneous,Solidwood,Triple_pane,12,8.49,10.16,50,18565.4,25.08
NGF_65%,elec_convential_tank_ef0.89,Solidwood,Triple_pane,12,8.49,10.16,50,15298.3,109.4514
NGF_92%,elec_convential_tank_ef0.89,Solidwood,Triple_pane,12,8.49,10.16,50,15298.1,72.7472
ASHP2,elec_convential_tank_ef0.89,Solidwood,Triple_pane,12,8.49,10.16,50,24811.2,0
NGF_65%,ElectricHP,Solidwood,Triple_pane,12,8.49,10.16,50,12038.4,110.5876
NGF_92%,ElectricHP,Solidwood,Triple_pane,12,8.49,10.16,50,12038.2,73.5376
ASHP2,ElectricHP,Solidwood,Triple_pane,12,8.49,10.16,50,21650,0
NGF_65%,NGtank,Solidwood,Triple_pane,12,8.49,10.16,60,9018.3,142.0782
NGF_92%,NGtank,Solidwood,Triple_pane,12,8.49,10.16,60,9018.1,106.6356
ASHP2,NGtank,Solidwood,Triple_pane,12,8.49,10.16,60,18121.9,36.6092
NGF_65%,GasInstantaneous,Solidwood,Triple_pane,12,8.49,10.16,60,9029.5,133.8398
NGF_92%,GasInstantaneous,Solidwood,Triple_pane,12,8.49,10.16,60,9029.3,97.3674
ASHP2,GasInstantaneous,Solidwood,Triple_pane,12,8.49,10.16,60,18426.7,25.08
NGF_65%,elec_convential_tank_ef0.89,Solidwood,Triple_pane,12,8.49,10.16,60,15295.4,108.5128
NGF_92%,elec_convential_tank_ef0.89,Solidwood,Triple_pane,12,8.49,10.16,60,15295.2,72.1164
ASHP2,elec_convential_tank_ef0.89,Solidwood,Triple_pane,12,8.49,10.16,60,24672.7,0
NGF_65%,ElectricHP,Solidwood,Triple_pane,12,8.49,10.16,60,12035.2,109.6528
NGF_92%,ElectricHP,Solidwood,Triple_pane,12,8.49,10.16,60,12035,72.9068
ASHP2,ElectricHP,Solidwood,Triple_pane,12,8.49,10.16,60,21568.8,0
NGF_65%,NGtank,Solidwood,Triple_pane,12,8.49,17,8.47,9064.7,157.4036
NGF_92%,NGtank,Solidwood,Triple_pane,12,8.49,17,8.47,9064.5,115.6682
ASHP2,NGtank,Solidwood,Triple_pane,12,8.49,17,8.47,19154.5,36.3166
NGF_65%,GasInstantaneous,Solidwood,Triple_pane,12,8.49,17,8.47,9076.7,149.3476
NGF_92%,GasInstantaneous,Solidwood,Triple_pane,12,8.49,17,8.47,9076.5,106.8522
ASHP2,GasInstantaneous,Solidwood,Triple_pane,12,8.49,17,8.47,19498.6,25.08
NGF_65%,elec_convential_tank_ef0.89,Solidwood,Triple_pane,12,8.49,17,8.47,15328.4,124.0434
NGF_92%,elec_convential_tank_ef0.89,Solidwood,Triple_pane,12,8.49,17,8.47,15328.2,81.6164
ASHP2,elec_convential_tank_ef0.89,Solidwood,Triple_pane,12,8.49,17,8.47,25731.7,0
NGF_65%,ElectricHP,Solidwood,Triple_pane,12,8.49,17,8.47,12082.8,125.2556
NGF_92%,ElectricHP,Solidwood,Triple_pane,12,8.49,17,8.47,12082.6,82.46
ASHP2,ElectricHP,Solidwood,Triple_pane,12,8.49,17,8.47,22590.2,0
NGF_65%,NGtank,Solidwood,Triple_pane,12,8.49,17,40,8984.6,131.6624
NGF_92%,NGtank,Solidwood,Triple_pane,12,8.49,17,40,8984.5,99.7006
ASHP2,NGtank,Solidwood,Triple_pane,12,8.49,17,40,17105.4,36.423
NGF_65%,GasInstantaneous,Solidwood,Triple_pane,12,8.49,17,40,8995.9,123.7508
NGF_92%,GasInstantaneous,Solidwood,Triple_pane,12,8.49,17,40,8995.7,90.6224
ASHP2,GasInstantaneous,Solidwood,Triple_pane,12,8.49,17,40,17411.2,25.08
NGF_65%,elec_convential_tank_ef0.89,Solidwood,Triple_pane,12,8.49,17,40,15253.6,98.439
NGF_92%,elec_convential_tank_ef0.89,Solidwood,Triple_pane,12,8.49,17,40,15253.4,65.3828
ASHP2,elec_convential_tank_ef0.89,Solidwood,Triple_pane,12,8.49,17,40,23649.5,0
NGF_65%,ElectricHP,Solidwood,Triple_pane,12,8.49,17,40,12001.8,99.6284
NGF_92%,ElectricHP,Solidwood,Triple_pane,12,8.49,17,40,12001.6,66.1884
ASHP2,ElectricHP,Solidwood,Triple_pane,12,8.49,17,40,20497.7,0
NGF_65%,NGtank,Solidwood,Triple_pane,12,8.49,17,50,8980.8,130.5224
NGF_92%,NGtank,Solidwood,Triple_pane,12,8.49,17,50,8980.6,98.9368
ASHP2,NGtank,Solidwood,Triple_pane,12,8.49,17,50,17006.6,36.4268
NGF_65%,GasInstantaneous,Solidwood,Triple_pane,12,8.49,17,50,8992,122.1852
NGF_92%,GasInstantaneous,Solidwood,Triple_pane,12,8.49,17,50,8991.8,89.8472
ASHP2,GasInstantaneous,Solidwood,Triple_pane,12,8.49,17,50,17301,25.08
NGF_65%,elec_convential_tank_ef0.89,Solidwood,Triple_pane,12,8.49,17,50,15250,96.8772
NGF_92%,elec_convential_tank_ef0.89,Solidwood,Triple_pane,12,8.49,17,50,15249.8,64.6076
ASHP2,elec_convential_tank_ef0.89,Solidwood,Triple_pane,12,8.49,17,50,23539.7,0
NGF_65%,ElectricHP,Solidwood,Triple_pane,12,8.49,17,50,11997.9,98.0362
NGF_92%,ElectricHP,Solidwood,Triple_pane,12,8.49,17,50,11997.7,65.4094
ASHP2,ElectricHP,Solidwood,Triple_pane,12,8.49,17,50,20411.7,0
NGF_65%,NGtank,Solidwood,Triple_pane,12,8.49,17,60,8977.9,129.6256
NGF_92%,NGtank,Solidwood,Triple_pane,12,8.49,17,60,8977.7,98.3478
ASHP2,NGtank,Solidwood,Triple_pane,12,8.49,17,60,16930.9,36.4306
NGF_65%,GasInstantaneous,Solidwood,Triple_pane,12,8.49,17,60,8989,121.3226
NGF_92%,GasInstantaneous,Solidwood,Triple_pane,12,8.49,17,60,8988.8,89.2468
ASHP2,GasInstantaneous,Solidwood,Triple_pane,12,8.49,17,60,17222.8,25.08
NGF_65%,elec_convential_tank_ef0.89,Solidwood,Triple_pane,12,8.49,17,60,15247.3,96.0146
NGF_92%,elec_convential_tank_ef0.89,Solidwood,Triple_pane,12,8.49,17,60,15247.1,64.0072
ASHP2,elec_convential_tank_ef0.89,Solidwood,Triple_pane,12,8.49,17,60,23461.7,0
NGF_65%,ElectricHP,Solidwood,Triple_pane,12,8.49,17,60,11994.9,97.166
NGF_92%,ElectricHP,Solidwood,Triple_pane,12,8.49,17,60,11994.7,64.809
ASHP2,ElectricHP,Solidwood,Triple_pane,12,8.49,17,60,20310.2,0
NGF_65%,NGtank,Solidwood,Triple_pane,12,17.5,10.16,8.47,9038.6,149.4084
NGF_92%,NGtank,Solidwood,Triple_pane,12,17.5,10.16,8.47,9038.4,110.5914
ASHP2,NGtank,Solidwood,Triple_pane,12,17.5,10.16,8.47,18366.4,36.4762
NGF_65%,GasInstantaneous,Solidwood,Triple_pane,12,17.5,10.16,8.47,9050,141.3106
NGF_92%,GasInstantaneous,Solidwood,Triple_pane,12,17.5,10.16,8.47,9049.8,101.4866
ASHP2,GasInstantaneous,Solidwood,Triple_pane,12,17.5,10.16,8.47,18647.5,25.08
NGF_65%,elec_convential_tank_ef0.89,Solidwood,Triple_pane,12,17.5,10.16,8.47,15309.1,116.0102
NGF_92%,elec_convential_tank_ef0.89,Solidwood,Triple_pane,12,17.5,10.16,8.47,15308.9,76.2546
ASHP2,elec_convential_tank_ef0.89,Solidwood,Triple_pane,12,17.5,10.16,8.47,24888.7,0
NGF_65%,ElectricHP,Solidwood,Triple_pane,12,17.5,10.16,8.47,12055.8,117.1578
NGF_92%,ElectricHP,Solidwood,Triple_pane,12,17.5,10.16,8.47,12055.7,77.0488
ASHP2,ElectricHP,Solidwood,Triple_pane,12,17.5,10.16,8.47,21733.2,0
NGF_65%,NGtank,Solidwood,Triple_pane,12,17.5,10.16,40,8954,122.8578
NGF_92%,NGtank,Solidwood,Triple_pane,12,17.5,10.16,40,8953.9,93.7764
ASHP2,NGtank,Solidwood,Triple_pane,12,17.5,10.16,40,16195.9,36.651
NGF_65%,GasInstantaneous,Solidwood,Triple_pane,12,17.5,10.16,40,8964.4,114.0722
NGF_92%,GasInstantaneous,Solidwood,Triple_pane,12,17.5,10.16,40,8964.2,84.3106
ASHP2,GasInstantaneous,Solidwood,Triple_pane,12,17.5,10.16,40,16452.8,25.08
NGF_65%,elec_convential_tank_ef0.89,Solidwood,Triple_pane,12,17.5,10.16,40,15233.2,88.7528
NGF_92%,elec_convential_tank_ef0.89,Solidwood,Triple_pane,12,17.5,10.16,40,15233.1,59.0634
ASHP2,elec_convential_tank_ef0.89,Solidwood,Triple_pane,12,17.5,10.16,40,22702.7,0
NGF_65%,ElectricHP,Solidwood,Triple_pane,12,17.5,10.16,40,11970,89.8662
NGF_92%,ElectricHP,Solidwood,Triple_pane,12,17.5,10.16,40,11969.9,59.8196
ASHP2,ElectricHP,Solidwood,Triple_pane,12,17.5,10.16,40,19532.6,0
NGF_65%,NGtank,Solidwood,Triple_pane,12,17.5,10.16,50,8950,121.5316
NGF_92%,NGtank,Solidwood,Triple_pane,12,17.5,10.16,50,8949.9,92.9784
ASHP2,NGtank,Solidwood,Triple_pane,12,17.5,10.16,50,16097.7,36.6586
NGF_65%,GasInstantaneous,Solidwood,Triple_pane,12,17.5,10.16,50,8960.4,112.7612
NGF_92%,GasInstantaneous,Solidwood,Triple_pane,12,17.5,10.16,50,8960.2,83.4936
ASHP2,GasInstantaneous,Solidwood,Triple_pane,12,17.5,10.16,50,16354.1,25.08
NGF_65%,elec_convential_tank_ef0.89,Solidwood,Triple_pane,12,17.5,10.16,50,15229.6,87.4038
NGF_92%,elec_convential_tank_ef0.89,Solidwood,Triple_pane,12,17.5,10.16,50,15229.5,58.2502
ASHP2,elec_convential_tank_ef0.89,Solidwood,Triple_pane,12,17.5,10.16,50,22604.3,0
NGF_65%,ElectricHP,Solidwood,Triple_pane,12,17.5,10.16,50,11966,88.5286
NGF_92%,ElectricHP,Solidwood,Triple_pane,12,17.5,10.16,50,11965.8,59.0026
ASHP2,ElectricHP,Solidwood,Triple_pane,12,17.5,10.16,50,19433,0
NGF_65%,NGtank,Solidwood,Triple_pane,12,17.5,10.16,60,8946.9,120.3118
NGF_92%,NGtank,Solidwood,Triple_pane,12,17.5,10.16,60,8946.8,92.397
ASHP2,NGtank,Solidwood,Triple_pane,12,17.5,10.16,60,15996.9,36.6966
NGF_65%,GasInstantaneous,Solidwood,Triple_pane,12,17.5,10.16,60,8957.2,111.8188
NGF_92%,GasInstantaneous,Solidwood,Triple_pane,12,17.5,10.16,60,8957.1,82.8666
ASHP2,GasInstantaneous,Solidwood,Triple_pane,12,17.5,10.16,60,16271.4,25.08
NGF_65%,elec_convential_tank_ef0.89,Solidwood,Triple_pane,12,17.5,10.16,60,15226.8,86.4994
NGF_92%,elec_convential_tank_ef0.89,Solidwood,Triple_pane,12,17.5,10.16,60,15226.7,57.6194
ASHP2,elec_convential_tank_ef0.89,Solidwood,Triple_pane,12,17.5,10.16,60,22522.2,0
NGF_65%,ElectricHP,Solidwood,Triple_pane,12,17.5,10.16,60,11962.8,87.5786
NGF_92%,ElectricHP,Solidwood,Triple_pane,12,17.5,10.16,60,11962.6,58.3718
ASHP2,ElectricHP,Solidwood,Triple_pane,12,17.5,10.16,60,19351.9,0
NGF_65%,NGtank,Solidwood,Triple_pane,12,17.5,17,8.47,8994.8,136.0286
NGF_92%,NGtank,Solidwood,Triple_pane,12,17.5,17,8.47,8994.7,101.6766
ASHP2,NGtank,Solidwood,Triple_pane,12,17.5,17,8.47,17124.3,36.3432
NGF_65%,GasInstantaneous,Solidwood,Triple_pane,12,17.5,17,8.47,9006.1,127.7332
NGF_92%,GasInstantaneous,Solidwood,Triple_pane,12,17.5,17,8.47,9006,92.6896
ASHP2,GasInstantaneous,Solidwood,Triple_pane,12,17.5,17,8.47,17392.3,25.08
NGF_65%,elec_convential_tank_ef0.89,Solidwood,Triple_pane,12,17.5,17,8.47,15259.3,102.4404
NGF_92%,elec_convential_tank_ef0.89,Solidwood,Triple_pane,12,17.5,17,8.47,15259.1,67.4576
ASHP2,elec_convential_tank_ef0.89,Solidwood,Triple_pane,12,17.5,17,8.47,23627.5,0
NGF_65%,ElectricHP,Solidwood,Triple_pane,12,17.5,17,8.47,12012.1,103.5994
NGF_92%,ElectricHP,Solidwood,Triple_pane,12,17.5,17,8.47,12011.9,68.267
ASHP2,ElectricHP,Solidwood,Triple_pane,12,17.5,17,8.47,20480.7,0
NGF_65%,NGtank,Solidwood,Triple_pane,12,17.5,17,40,8915.5,110.1012
NGF_92%,NGtank,Solidwood,Triple_pane,12,17.5,17,40,8915.4,85.918
ASHP2,NGtank,Solidwood,Triple_pane,12,17.5,17,40,15039.7,36.518
NGF_65%,GasInstantaneous,Solidwood,Triple_pane,12,17.5,17,40,8925.7,102.3226
NGF_92%,GasInstantaneous,Solidwood,Triple_pane,12,17.5,17,40,8925.5,76.5396
ASHP2,GasInstantaneous,Solidwood,Triple_pane,12,17.5,17,40,15325.8,25.08
NGF_65%,elec_convential_tank_ef0.89,Solidwood,Triple_pane,12,17.5,17,40,15186.3,77.0222
NGF_92%,elec_convential_tank_ef0.89,Solidwood,Triple_pane,12,17.5,17,40,15186.1,51.3076
ASHP2,elec_convential_tank_ef0.89,Solidwood,Triple_pane,12,17.5,17,40,21567.6,0
NGF_65%,ElectricHP,Solidwood,Triple_pane,12,17.5,17,40,11931.4,78.1052
NGF_92%,ElectricHP,Solidwood,Triple_pane,12,17.5,17,40,11931.2,52.06
ASHP2,ElectricHP,Solidwood,Triple_pane,12,17.5,17,40,18409.1,0
NGF_65%,NGtank,Solidwood,Triple_pane,12,17.5,17,50,8911.8,108.9156
NGF_92%,NGtank,Solidwood,Triple_pane,12,17.5,17,50,8911.6,85.1694
ASHP2,NGtank,Solidwood,Triple_pane,12,17.5,17,50,14916.3,36.5218
NGF_65%,GasInstantaneous,Solidwood,Triple_pane,12,17.5,17,50,8921.9,101.0876
NGF_92%,GasInstantaneous,Solidwood,Triple_pane,12,17.5,17,50,8921.7,75.772
ASHP2,GasInstantaneous,Solidwood,Triple_pane,12,17.5,17,50,15231,25.08
NGF_65%,elec_convential_tank_ef0.89,Solidwood,Triple_pane,12,17.5,17,50,15182.8,75.7872
NGF_92%,elec_convential_tank_ef0.89,Solidwood,Triple_pane,12,17.5,17,50,15182.6,50.54
ASHP2,elec_convential_tank_ef0.89,Solidwood,Triple_pane,12,17.5,17,50,21459,0
NGF_65%,ElectricHP,Solidwood,Triple_pane,12,17.5,17,50,11927.5,76.9006
NGF_92%,ElectricHP,Solidwood,Triple_pane,12,17.5,17,50,11927.4,51.2924
ASHP2,ElectricHP,Solidwood,Triple_pane,12,17.5,17,50,18312.3,0
NGF_65%,NGtank,Solidwood,Triple_pane,12,17.5,17,60,8908.9,108.015
NGF_92%,NGtank,Solidwood,Triple_pane,12,17.5,17,60,8908.7,84.5918
ASHP2,NGtank,Solidwood,Triple_pane,12,17.5,17,60,14842.1,36.5256
NGF_65%,GasInstantaneous,Solidwood,Triple_pane,12,17.5,17,60,8918.9,99.8944
NGF_92%,GasInstantaneous,Solidwood,Triple_pane,12,17.5,17,60,8918.8,75.183
ASHP2,GasInstantaneous,Solidwood,Triple_pane,12,17.5,17,60,15150.3,25.08
NGF_65%,elec_convential_tank_ef0.89,Solidwood,Triple_pane,12,17.5,17,60,15180.1,74.594
NGF_92%,elec_convential_tank_ef0.89,Solidwood,Triple_pane,12,17.5,17,60,15180,49.951
ASHP2,elec_convential_tank_ef0.89,Solidwood,Triple_pane,12,17.5,17,60,21392.7,0
NGF_65%,ElectricHP,Solidwood,Triple_pane,12,17.5,17,60,11924.6,75.6694
NGF_92%,ElectricHP,Solidwood,Triple_pane,12,17.5,17,60,11924.4,50.6958
ASHP2,ElectricHP,Solidwood,Triple_pane,12,17.5,17,60,18233,0
NGF_65%,NGtank,Solidwood,Triple_pane,12,22,10.16,8.47,9026.6,145.9504
NGF_92%,NGtank,Solidwood,Triple_pane,12,22,10.16,8.47,9026.4,108.1898
ASHP2,NGtank,Solidwood,Triple_pane,12,22,10.16,8.47,18029.6,36.4838
NGF_65%,GasInstantaneous,Solidwood,Triple_pane,12,22,10.16,8.47,9037.9,137.5106
NGF_92%,GasInstantaneous,Solidwood,Triple_pane,12,22,10.16,8.47,9037.7,99.0584
ASHP2,GasInstantaneous,Solidwood,Triple_pane,12,22,10.16,8.47,18294.5,25.08
NGF_65%,elec_convential_tank_ef0.89,Solidwood,Triple_pane,12,22,10.16,8.47,15297.3,112.2102
NGF_92%,elec_convential_tank_ef0.89,Solidwood,Triple_pane,12,22,10.16,8.47,15297.1,73.8226
ASHP2,elec_convential_tank_ef0.89,Solidwood,Triple_pane,12,22,10.16,8.47,24536.7,0
NGF_65%,ElectricHP,Solidwood,Triple_pane,12,22,10.16,8.47,12043.7,113.3464
NGF_92%,ElectricHP,Solidwood,Triple_pane,12,22,10.16,8.47,12043.5,74.613
ASHP2,ElectricHP,Solidwood,Triple_pane,12,22,10.16,8.47,21379.6,0
NGF_65%,NGtank,Solidwood,Triple_pane,12,22,10.16,40,8942,118.4878
NGF_92%,NGtank,Solidwood,Triple_pane,12,22,10.16,40,8941.9,91.4128
ASHP2,NGtank,Solidwood,Triple_pane,12,22,10.16,40,15827.3,36.6928
NGF_65%,GasInstantaneous,Solidwood,Triple_pane,12,22,10.16,40,8952.2,110.5534
NGF_92%,GasInstantaneous,Solidwood,Triple_pane,12,22,10.16,40,8952.1,81.8672
ASHP2,GasInstantaneous,Solidwood,Triple_pane,12,22,10.16,40,16099.2,25.08
NGF_65%,elec_convential_tank_ef0.89,Solidwood,Triple_pane,12,22,10.16,40,15221.7,85.2378
NGF_92%,elec_convential_tank_ef0.89,Solidwood,Triple_pane,12,22,10.16,40,15221.5,56.6238
ASHP2,elec_convential_tank_ef0.89,Solidwood,Triple_pane,12,22,10.16,40,22350.5,0
NGF_65%,ElectricHP,Solidwood,Triple_pane,12,22,10.16,40,11957.8,86.3094
NGF_92%,ElectricHP,Solidwood,Triple_pane,12,22,10.16,40,11957.6,57.3686
ASHP2,ElectricHP,Solidwood,Triple_pane,12,22,10.16,40,19180.6,0
NGF_65%,NGtank,Solidwood,Triple_pane,12,22,10.16,50,8938,117.2262
